Species 1,Species 2,Dist
AB103467.1 A.rochei,AB101291.1 T.alalunga,"0,1965551998"
NC 005313.1 A.rochei,AB101291.1 T.alalunga,"0,1965551998"
KP259551.1 A.thazard,AB101291.1 T.alalunga,"0,2087509264"
AB105447.1 A.thazard,AB101291.1 T.alalunga,"0,2133388041"
NC 005318.1 A.thazard,AB101291.1 T.alalunga,"0,2133388041"
MK801690.1 A.thazard,AB101291.1 T.alalunga,"0,2046525428"
KM651783.1 E.affinis,AB101291.1 T.alalunga,"0,2062199738"
MW232422.1 E.affinis,AB101291.1 T.alalunga,"0,2062199738"
MW232423.1 E.affinis,AB101291.1 T.alalunga,"0,2062199738"
NC 025934.1 E.affinis,AB101291.1 T.alalunga,"0,2062199738"
AP012946.1 E.affinis,AB101291.1 T.alalunga,"0,2102360596"
AB099716.1 E.alletteratus,AB101291.1 T.alalunga,"0,2363634648"
NC 004530.1 E.alletteratus,AB101291.1 T.alalunga,"0,2363634648"
MW232424.1 E.alletteratus,AB101291.1 T.alalunga,"0,2363634648"
JN086155.1 K.pelamis,AB101291.1 T.alalunga,"0,1961851819"
AB101290.1 K.pelamis,AB101291.1 T.alalunga,"0,1922010971"
NC 005316.1 K.pelamis,AB101291.1 T.alalunga,"0,1922010971"
GU256527.1 K.pelamis,AB101291.1 T.alalunga,"0,1961851819"
KM605252.1 K.pelamis,AB101291.1 T.alalunga,"0,1922010971"
MW232426.1 K.pelamis,AB101291.1 T.alalunga,"0,1922010971"
MW232429.1 K.pelamis,AB101291.1 T.alalunga,"0,1922010971"
MW232425.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
KM651784.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
KP259548.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
MK548578.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
MW232421.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
AB103468.1 A.rochei,NC 005317.1 T.alalunga,"0,2005874797"
AB105165.1 A.rochei,NC 005317.1 T.alalunga,"0,2046525428"
AB103467.1 A.rochei,NC 005317.1 T.alalunga,"0,1965551998"
NC 005313.1 A.rochei,NC 005317.1 T.alalunga,"0,1965551998"
KP259551.1 A.thazard,NC 005317.1 T.alalunga,"0,2087509264"
AB105447.1 A.thazard,NC 005317.1 T.alalunga,"0,2133388041"
NC 005318.1 A.thazard,NC 005317.1 T.alalunga,"0,2133388041"
MK801690.1 A.thazard,NC 005317.1 T.alalunga,"0,2046525428"
KM651783.1 E.affinis,NC 005317.1 T.alalunga,"0,2062199738"
MW232422.1 E.affinis,NC 005317.1 T.alalunga,"0,2062199738"
MW232423.1 E.affinis,NC 005317.1 T.alalunga,"0,2062199738"
NC 025934.1 E.affinis,NC 005317.1 T.alalunga,"0,2062199738"
AP012946.1 E.affinis,NC 005317.1 T.alalunga,"0,2102360596"
AB099716.1 E.alletteratus,NC 005317.1 T.alalunga,"0,2363634648"
NC 004530.1 E.alletteratus,NC 005317.1 T.alalunga,"0,2363634648"
MW232424.1 E.alletteratus,NC 005317.1 T.alalunga,"0,2363634648"
JN086155.1 K.pelamis,NC 005317.1 T.alalunga,"0,1961851819"
AB101290.1 K.pelamis,NC 005317.1 T.alalunga,"0,1922010971"
NC 005316.1 K.pelamis,NC 005317.1 T.alalunga,"0,1922010971"
GU256527.1 K.pelamis,NC 005317.1 T.alalunga,"0,1961851819"
KM605252.1 K.pelamis,NC 005317.1 T.alalunga,"0,1922010971"
MW232426.1 K.pelamis,NC 005317.1 T.alalunga,"0,1922010971"
MW232429.1 K.pelamis,NC 005317.1 T.alalunga,"0,1922010971"
AB101291.1 T.alalunga,NC 005317.1 T.alalunga,"0,0000000000"
MW232425.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
KM651784.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
KP259548.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
MK548578.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
MW232421.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
AB103468.1 A.rochei,GU256526.1 T.alalunga,"0,1965551998"
AB105165.1 A.rochei,GU256526.1 T.alalunga,"0,2005874797"
AB103467.1 A.rochei,GU256526.1 T.alalunga,"0,1925551785"
NC 005313.1 A.rochei,GU256526.1 T.alalunga,"0,1925551785"
KP259551.1 A.thazard,GU256526.1 T.alalunga,"0,2128831813"
AB105447.1 A.thazard,GU256526.1 T.alalunga,"0,2175229289"
NC 005318.1 A.thazard,GU256526.1 T.alalunga,"0,2175229289"
MK801690.1 A.thazard,GU256526.1 T.alalunga,"0,2087509264"
KM651783.1 E.affinis,GU256526.1 T.alalunga,"0,2102360596"
MW232422.1 E.affinis,GU256526.1 T.alalunga,"0,2102360596"
MW232423.1 E.affinis,GU256526.1 T.alalunga,"0,2102360596"
NC 025934.1 E.affinis,GU256526.1 T.alalunga,"0,2102360596"
AP012946.1 E.affinis,GU256526.1 T.alalunga,"0,2142846647"
AB099716.1 E.alletteratus,GU256526.1 T.alalunga,"0,2406738364"
NC 004530.1 E.alletteratus,GU256526.1 T.alalunga,"0,2406738364"
MW232424.1 E.alletteratus,GU256526.1 T.alalunga,"0,2406738364"
JN086155.1 K.pelamis,GU256526.1 T.alalunga,"0,2002012677"
AB101290.1 K.pelamis,GU256526.1 T.alalunga,"0,1961851819"
NC 005316.1 K.pelamis,GU256526.1 T.alalunga,"0,1961851819"
GU256527.1 K.pelamis,GU256526.1 T.alalunga,"0,2002012677"
KM605252.1 K.pelamis,GU256526.1 T.alalunga,"0,1961851819"
MW232426.1 K.pelamis,GU256526.1 T.alalunga,"0,1961851819"
MW232429.1 K.pelamis,GU256526.1 T.alalunga,"0,1961851819"
AB101291.1 T.alalunga,GU256526.1 T.alalunga,"0,0028901815"
NC 005317.1 T.alalunga,GU256526.1 T.alalunga,"0,0028901815"
MW232425.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
KM651784.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
KP259548.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
MK548578.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
MW232421.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
AB103468.1 A.rochei,JN086151.1 T.alalunga,"0,1965551998"
AB105165.1 A.rochei,JN086151.1 T.alalunga,"0,2005874797"
AB103467.1 A.rochei,JN086151.1 T.alalunga,"0,1925551785"
NC 005313.1 A.rochei,JN086151.1 T.alalunga,"0,1925551785"
KP259551.1 A.thazard,JN086151.1 T.alalunga,"0,2128831813"
AB105447.1 A.thazard,JN086151.1 T.alalunga,"0,2175229289"
NC 005318.1 A.thazard,JN086151.1 T.alalunga,"0,2175229289"
MK801690.1 A.thazard,JN086151.1 T.alalunga,"0,2087509264"
KM651783.1 E.affinis,JN086151.1 T.alalunga,"0,2102360596"
MW232422.1 E.affinis,JN086151.1 T.alalunga,"0,2102360596"
MW232423.1 E.affinis,JN086151.1 T.alalunga,"0,2102360596"
NC 025934.1 E.affinis,JN086151.1 T.alalunga,"0,2102360596"
AP012946.1 E.affinis,JN086151.1 T.alalunga,"0,2142846647"
AB099716.1 E.alletteratus,JN086151.1 T.alalunga,"0,2406738364"
NC 004530.1 E.alletteratus,JN086151.1 T.alalunga,"0,2406738364"
MW232424.1 E.alletteratus,JN086151.1 T.alalunga,"0,2406738364"
JN086155.1 K.pelamis,JN086151.1 T.alalunga,"0,2002012677"
AB101290.1 K.pelamis,JN086151.1 T.alalunga,"0,1961851819"
NC 005316.1 K.pelamis,JN086151.1 T.alalunga,"0,1961851819"
GU256527.1 K.pelamis,JN086151.1 T.alalunga,"0,2002012677"
KM605252.1 K.pelamis,JN086151.1 T.alalunga,"0,1961851819"
MW232426.1 K.pelamis,JN086151.1 T.alalunga,"0,1961851819"
MW232429.1 K.pelamis,JN086151.1 T.alalunga,"0,1961851819"
AB101291.1 T.alalunga,JN086151.1 T.alalunga,"0,0028901815"
NC 005317.1 T.alalunga,JN086151.1 T.alalunga,"0,0028901815"
GU256526.1 T.alalunga,JN086151.1 T.alalunga,"0,0000000000"
MW232425.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
KM651784.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
KP259548.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
MK548578.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
MW232421.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
AB103468.1 A.rochei,KP259549.1 T.alalunga,"0,2002012677"
AB105165.1 A.rochei,KP259549.1 T.alalunga,"0,2042498728"
AB103467.1 A.rochei,KP259549.1 T.alalunga,"0,1961851819"
NC 005313.1 A.rochei,KP259549.1 T.alalunga,"0,1961851819"
KP259551.1 A.thazard,KP259549.1 T.alalunga,"0,2165961791"
AB105447.1 A.thazard,KP259549.1 T.alalunga,"0,2212515775"
NC 005318.1 A.thazard,KP259549.1 T.alalunga,"0,2212515775"
MK801690.1 A.thazard,KP259549.1 T.alalunga,"0,2124467777"
KM651783.1 E.affinis,KP259549.1 T.alalunga,"0,2139685999"
MW232422.1 E.affinis,KP259549.1 T.alalunga,"0,2139685999"
MW232423.1 E.affinis,KP259549.1 T.alalunga,"0,2139685999"
NC 025934.1 E.affinis,KP259549.1 T.alalunga,"0,2139685999"
AP012946.1 E.affinis,KP259549.1 T.alalunga,"0,2180336629"
AB099716.1 E.alletteratus,KP259549.1 T.alalunga,"0,2401918644"
NC 004530.1 E.alletteratus,KP259549.1 T.alalunga,"0,2401918644"
MW232424.1 E.alletteratus,KP259549.1 T.alalunga,"0,2401918644"
JN086155.1 K.pelamis,KP259549.1 T.alalunga,"0,2038662153"
AB101290.1 K.pelamis,KP259549.1 T.alalunga,"0,1998339354"
NC 005316.1 K.pelamis,KP259549.1 T.alalunga,"0,1998339354"
GU256527.1 K.pelamis,KP259549.1 T.alalunga,"0,2038662153"
KM605252.1 K.pelamis,KP259549.1 T.alalunga,"0,1998339354"
MW232426.1 K.pelamis,KP259549.1 T.alalunga,"0,1998339354"
MW232429.1 K.pelamis,KP259549.1 T.alalunga,"0,1998339354"
AB101291.1 T.alalunga,KP259549.1 T.alalunga,"0,0057866520"
NC 005317.1 T.alalunga,KP259549.1 T.alalunga,"0,0057866520"
GU256526.1 T.alalunga,KP259549.1 T.alalunga,"0,0028880932"
JN086151.1 T.alalunga,KP259549.1 T.alalunga,"0,0028880932"
MW232425.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
KM651784.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
KP259548.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
MK548578.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
MW232421.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
AB103468.1 A.rochei,JN086153.1 T.albacares,"0,2009924978"
AB105165.1 A.rochei,JN086153.1 T.albacares,"0,2050741531"
AB103467.1 A.rochei,JN086153.1 T.albacares,"0,2050741531"
NC 005313.1 A.rochei,JN086153.1 T.albacares,"0,2050741531"
KP259551.1 A.thazard,JN086153.1 T.albacares,"0,1969438927"
AB105447.1 A.thazard,JN086153.1 T.albacares,"0,2014162516"
NC 005318.1 A.thazard,JN086153.1 T.albacares,"0,2014162516"
MK801690.1 A.thazard,JN086153.1 T.albacares,"0,1929278068"
KM651783.1 E.affinis,JN086153.1 T.albacares,"0,2146206406"
MW232422.1 E.affinis,JN086153.1 T.albacares,"0,2146206406"
MW232423.1 E.affinis,JN086153.1 T.albacares,"0,2146206406"
NC 025934.1 E.affinis,JN086153.1 T.albacares,"0,2146206406"
AP012946.1 E.affinis,JN086153.1 T.albacares,"0,2187190242"
AB099716.1 E.alletteratus,JN086153.1 T.albacares,"0,2240806819"
NC 004530.1 E.alletteratus,JN086153.1 T.albacares,"0,2240806819"
MW232424.1 E.alletteratus,JN086153.1 T.albacares,"0,2240806819"
JN086155.1 K.pelamis,JN086153.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,JN086153.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,JN086153.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,JN086153.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,JN086153.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,JN086153.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,JN086153.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,JN086153.1 T.albacares,"0,0742162434"
NC 005317.1 T.alalunga,JN086153.1 T.albacares,"0,0742162434"
GU256526.1 T.alalunga,JN086153.1 T.albacares,"0,0775607374"
JN086151.1 T.alalunga,JN086153.1 T.albacares,"0,0775607374"
KP259549.1 T.alalunga,JN086153.1 T.albacares,"0,0806949038"
MW232425.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
KM651784.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
KP259548.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
MK548578.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
MW232421.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
AB103468.1 A.rochei,KM588080.1 T.albacares,"0,1969438927"
AB105165.1 A.rochei,KM588080.1 T.albacares,"0,2009924978"
AB103467.1 A.rochei,KM588080.1 T.albacares,"0,2009924978"
NC 005313.1 A.rochei,KM588080.1 T.albacares,"0,2009924978"
KP259551.1 A.thazard,KM588080.1 T.albacares,"0,1929278068"
AB105447.1 A.thazard,KM588080.1 T.albacares,"0,1973511886"
NC 005318.1 A.thazard,KM588080.1 T.albacares,"0,1973511886"
MK801690.1 A.thazard,KM588080.1 T.albacares,"0,1889437220"
KM651783.1 E.affinis,KM588080.1 T.albacares,"0,2187190242"
MW232422.1 E.affinis,KM588080.1 T.albacares,"0,2187190242"
MW232423.1 E.affinis,KM588080.1 T.albacares,"0,2187190242"
NC 025934.1 E.affinis,KM588080.1 T.albacares,"0,2187190242"
AP012946.1 E.affinis,KM588080.1 T.albacares,"0,2228512791"
AB099716.1 E.alletteratus,KM588080.1 T.albacares,"0,2198965571"
NC 004530.1 E.alletteratus,KM588080.1 T.albacares,"0,2198965571"
MW232424.1 E.alletteratus,KM588080.1 T.albacares,"0,2198965571"
JN086155.1 K.pelamis,KM588080.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,KM588080.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,KM588080.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,KM588080.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,KM588080.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,KM588080.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,KM588080.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,KM588080.1 T.albacares,"0,0708939720"
NC 005317.1 T.alalunga,KM588080.1 T.albacares,"0,0708939720"
GU256526.1 T.alalunga,KM588080.1 T.albacares,"0,0742162434"
JN086151.1 T.alalunga,KM588080.1 T.albacares,"0,0742162434"
KP259549.1 T.alalunga,KM588080.1 T.albacares,"0,0773391865"
JN086153.1 T.albacares,KM588080.1 T.albacares,"0,0028901815"
MW232425.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
KM651784.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
KP259548.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
MK548578.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
MW232421.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
AB103468.1 A.rochei,KP259550.1 T.albacares,"0,1969438927"
AB105165.1 A.rochei,KP259550.1 T.albacares,"0,2009924978"
AB103467.1 A.rochei,KP259550.1 T.albacares,"0,2009924978"
NC 005313.1 A.rochei,KP259550.1 T.albacares,"0,2009924978"
KP259551.1 A.thazard,KP259550.1 T.albacares,"0,1929278068"
AB105447.1 A.thazard,KP259550.1 T.albacares,"0,1973511886"
NC 005318.1 A.thazard,KP259550.1 T.albacares,"0,1973511886"
MK801690.1 A.thazard,KP259550.1 T.albacares,"0,1889437220"
KM651783.1 E.affinis,KP259550.1 T.albacares,"0,2187190242"
MW232422.1 E.affinis,KP259550.1 T.albacares,"0,2187190242"
MW232423.1 E.affinis,KP259550.1 T.albacares,"0,2187190242"
NC 025934.1 E.affinis,KP259550.1 T.albacares,"0,2187190242"
AP012946.1 E.affinis,KP259550.1 T.albacares,"0,2228512791"
AB099716.1 E.alletteratus,KP259550.1 T.albacares,"0,2198965571"
NC 004530.1 E.alletteratus,KP259550.1 T.albacares,"0,2198965571"
MW232424.1 E.alletteratus,KP259550.1 T.albacares,"0,2198965571"
JN086155.1 K.pelamis,KP259550.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,KP259550.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,KP259550.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,KP259550.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,KP259550.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,KP259550.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,KP259550.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,KP259550.1 T.albacares,"0,0708939720"
NC 005317.1 T.alalunga,KP259550.1 T.albacares,"0,0708939720"
GU256526.1 T.alalunga,KP259550.1 T.albacares,"0,0742162434"
JN086151.1 T.alalunga,KP259550.1 T.albacares,"0,0742162434"
KP259549.1 T.alalunga,KP259550.1 T.albacares,"0,0773391865"
JN086153.1 T.albacares,KP259550.1 T.albacares,"0,0028901815"
KM588080.1 T.albacares,KP259550.1 T.albacares,"0,0000000000"
MW232425.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
KM651784.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
KP259548.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
MK548578.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
MW232421.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
AB103468.1 A.rochei,GU256528.1 T.albacares,"0,2009924978"
AB105165.1 A.rochei,GU256528.1 T.albacares,"0,2050741531"
AB103467.1 A.rochei,GU256528.1 T.albacares,"0,2050741531"
NC 005313.1 A.rochei,GU256528.1 T.albacares,"0,2050741531"
KP259551.1 A.thazard,GU256528.1 T.albacares,"0,1969438927"
AB105447.1 A.thazard,GU256528.1 T.albacares,"0,2014162516"
NC 005318.1 A.thazard,GU256528.1 T.albacares,"0,2014162516"
MK801690.1 A.thazard,GU256528.1 T.albacares,"0,1929278068"
KM651783.1 E.affinis,GU256528.1 T.albacares,"0,2146206406"
MW232422.1 E.affinis,GU256528.1 T.albacares,"0,2146206406"
MW232423.1 E.affinis,GU256528.1 T.albacares,"0,2146206406"
NC 025934.1 E.affinis,GU256528.1 T.albacares,"0,2146206406"
AP012946.1 E.affinis,GU256528.1 T.albacares,"0,2187190242"
AB099716.1 E.alletteratus,GU256528.1 T.albacares,"0,2240806819"
NC 004530.1 E.alletteratus,GU256528.1 T.albacares,"0,2240806819"
MW232424.1 E.alletteratus,GU256528.1 T.albacares,"0,2240806819"
JN086155.1 K.pelamis,GU256528.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,GU256528.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,GU256528.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,GU256528.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,GU256528.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,GU256528.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,GU256528.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,GU256528.1 T.albacares,"0,0742162434"
NC 005317.1 T.alalunga,GU256528.1 T.albacares,"0,0742162434"
GU256526.1 T.alalunga,GU256528.1 T.albacares,"0,0775607374"
JN086151.1 T.alalunga,GU256528.1 T.albacares,"0,0775607374"
KP259549.1 T.alalunga,GU256528.1 T.albacares,"0,0806949038"
JN086153.1 T.albacares,GU256528.1 T.albacares,"0,0000000000"
KM588080.1 T.albacares,GU256528.1 T.albacares,"0,0028901815"
KP259550.1 T.albacares,GU256528.1 T.albacares,"0,0028901815"
MW232425.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
KM651784.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
KP259548.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
MK548578.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
MW232421.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
AB103468.1 A.rochei,NC 014061.1 T.albacares,"0,2009924978"
AB105165.1 A.rochei,NC 014061.1 T.albacares,"0,2050741531"
AB103467.1 A.rochei,NC 014061.1 T.albacares,"0,2050741531"
NC 005313.1 A.rochei,NC 014061.1 T.albacares,"0,2050741531"
KP259551.1 A.thazard,NC 014061.1 T.albacares,"0,1969438927"
AB105447.1 A.thazard,NC 014061.1 T.albacares,"0,2014162516"
NC 005318.1 A.thazard,NC 014061.1 T.albacares,"0,2014162516"
MK801690.1 A.thazard,NC 014061.1 T.albacares,"0,1929278068"
KM651783.1 E.affinis,NC 014061.1 T.albacares,"0,2146206406"
MW232422.1 E.affinis,NC 014061.1 T.albacares,"0,2146206406"
MW232423.1 E.affinis,NC 014061.1 T.albacares,"0,2146206406"
NC 025934.1 E.affinis,NC 014061.1 T.albacares,"0,2146206406"
AP012946.1 E.affinis,NC 014061.1 T.albacares,"0,2187190242"
AB099716.1 E.alletteratus,NC 014061.1 T.albacares,"0,2240806819"
NC 004530.1 E.alletteratus,NC 014061.1 T.albacares,"0,2240806819"
MW232424.1 E.alletteratus,NC 014061.1 T.albacares,"0,2240806819"
JN086155.1 K.pelamis,NC 014061.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,NC 014061.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,NC 014061.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,NC 014061.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,NC 014061.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,NC 014061.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,NC 014061.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,NC 014061.1 T.albacares,"0,0742162434"
NC 005317.1 T.alalunga,NC 014061.1 T.albacares,"0,0742162434"
GU256526.1 T.alalunga,NC 014061.1 T.albacares,"0,0775607374"
JN086151.1 T.alalunga,NC 014061.1 T.albacares,"0,0775607374"
KP259549.1 T.alalunga,NC 014061.1 T.albacares,"0,0806949038"
JN086153.1 T.albacares,NC 014061.1 T.albacares,"0,0000000000"
KM588080.1 T.albacares,NC 014061.1 T.albacares,"0,0028901815"
KP259550.1 T.albacares,NC 014061.1 T.albacares,"0,0028901815"
GU256528.1 T.albacares,NC 014061.1 T.albacares,"0,0000000000"
MW232425.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
KM651784.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
KP259548.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
MK548578.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
MW232421.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
AB103468.1 A.rochei,KT724724.1 T.albacares,"0,2009924978"
AB105165.1 A.rochei,KT724724.1 T.albacares,"0,2050741531"
AB103467.1 A.rochei,KT724724.1 T.albacares,"0,2050741531"
NC 005313.1 A.rochei,KT724724.1 T.albacares,"0,2050741531"
KP259551.1 A.thazard,KT724724.1 T.albacares,"0,1969438927"
AB105447.1 A.thazard,KT724724.1 T.albacares,"0,2014162516"
NC 005318.1 A.thazard,KT724724.1 T.albacares,"0,2014162516"
MK801690.1 A.thazard,KT724724.1 T.albacares,"0,1929278068"
KM651783.1 E.affinis,KT724724.1 T.albacares,"0,2146206406"
MW232422.1 E.affinis,KT724724.1 T.albacares,"0,2146206406"
MW232423.1 E.affinis,KT724724.1 T.albacares,"0,2146206406"
NC 025934.1 E.affinis,KT724724.1 T.albacares,"0,2146206406"
AP012946.1 E.affinis,KT724724.1 T.albacares,"0,2187190242"
AB099716.1 E.alletteratus,KT724724.1 T.albacares,"0,2240806819"
NC 004530.1 E.alletteratus,KT724724.1 T.albacares,"0,2240806819"
MW232424.1 E.alletteratus,KT724724.1 T.albacares,"0,2240806819"
JN086155.1 K.pelamis,KT724724.1 T.albacares,"0,1730214444"
AB101290.1 K.pelamis,KT724724.1 T.albacares,"0,1692046320"
NC 005316.1 K.pelamis,KT724724.1 T.albacares,"0,1692046320"
GU256527.1 K.pelamis,KT724724.1 T.albacares,"0,1730214444"
KM605252.1 K.pelamis,KT724724.1 T.albacares,"0,1692046320"
MW232426.1 K.pelamis,KT724724.1 T.albacares,"0,1692046320"
MW232429.1 K.pelamis,KT724724.1 T.albacares,"0,1692046320"
AB101291.1 T.alalunga,KT724724.1 T.albacares,"0,0742162434"
NC 005317.1 T.alalunga,KT724724.1 T.albacares,"0,0742162434"
GU256526.1 T.alalunga,KT724724.1 T.albacares,"0,0775607374"
JN086151.1 T.alalunga,KT724724.1 T.albacares,"0,0775607374"
KP259549.1 T.alalunga,KT724724.1 T.albacares,"0,0806949038"
JN086153.1 T.albacares,KT724724.1 T.albacares,"0,0000000000"
KM588080.1 T.albacares,KT724724.1 T.albacares,"0,0028901815"
KP259550.1 T.albacares,KT724724.1 T.albacares,"0,0028901815"
GU256528.1 T.albacares,KT724724.1 T.albacares,"0,0000000000"
NC 014061.1 T.albacares,KT724724.1 T.albacares,"0,0000000000"
MW232425.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
KM651784.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
KP259548.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
MK548578.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
MW232421.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
AB103468.1 A.rochei,KM405517.1 T.atlanticus,"0,1810695435"
AB105165.1 A.rochei,KM405517.1 T.atlanticus,"0,1849911322"
AB103467.1 A.rochei,KM405517.1 T.atlanticus,"0,1849911322"
NC 005313.1 A.rochei,KM405517.1 T.atlanticus,"0,1849911322"
KP259551.1 A.thazard,KM405517.1 T.atlanticus,"0,1771784733"
AB105447.1 A.thazard,KM405517.1 T.atlanticus,"0,1814135843"
NC 005318.1 A.thazard,KM405517.1 T.atlanticus,"0,1814135843"
MK801690.1 A.thazard,KM405517.1 T.atlanticus,"0,1733174502"
KM651783.1 E.affinis,KM405517.1 T.atlanticus,"0,2270179699"
MW232422.1 E.affinis,KM405517.1 T.atlanticus,"0,2270179699"
MW232423.1 E.affinis,KM405517.1 T.atlanticus,"0,2270179699"
NC 025934.1 E.affinis,KM405517.1 T.atlanticus,"0,2270179699"
AP012946.1 E.affinis,KM405517.1 T.atlanticus,"0,2312196753"
AB099716.1 E.alletteratus,KM405517.1 T.atlanticus,"0,2240806819"
NC 004530.1 E.alletteratus,KM405517.1 T.atlanticus,"0,2240806819"
MW232424.1 E.alletteratus,KM405517.1 T.atlanticus,"0,2240806819"
JN086155.1 K.pelamis,KM405517.1 T.atlanticus,"0,1730214444"
AB101290.1 K.pelamis,KM405517.1 T.atlanticus,"0,1692046320"
NC 005316.1 K.pelamis,KM405517.1 T.atlanticus,"0,1692046320"
GU256527.1 K.pelamis,KM405517.1 T.atlanticus,"0,1730214444"
KM605252.1 K.pelamis,KM405517.1 T.atlanticus,"0,1692046320"
MW232426.1 K.pelamis,KM405517.1 T.atlanticus,"0,1692046320"
MW232429.1 K.pelamis,KM405517.1 T.atlanticus,"0,1692046320"
